episode,step,id_sat,visilbiltys,connexions,completed,completed_reward,aquisition_loss,requests_loss
2,416,322,7,2,2,6,0,0
2,417,241,8,2,2,4,0,0
2,418,278,5,2,2,5,0,0
2,419,299,5,2,2,7,0,0
2,420,322,7,2,2,6,0,0
2,421,289,7,1,1,3,0,0
2,422,326,10,2,3,5,0,0
2,423,260,8,3,3,8,0,0
2,424,263,6,3,3,9,0,0
2,425,266,10,4,4,11,0,0
2,426,276,9,5,5,13,0,0
2,427,280,5,2,2,7,0,0
2,428,326,10,2,3,5,0,0
2,429,331,10,3,4,11,0,0
2,430,356,7,3,3,9,0,0
2,431,280,5,2,2,7,0,0
2,432,326,10,2,3,5,0,0
2,433,263,6,3,3,9,0,0
2,434,276,9,5,5,13,0,0
2,435,359,1,0,0,0,0,0
2,436,290,8,3,5,16,0,0
2,437,350,3,1,1,4,0,0
2,438,350,3,1,1,4,0,0
2,439,264,4,1,1,3,0,0
2,440,350,3,1,1,4,0,0
2,441,350,3,1,1,4,0,0
2,442,350,3,1,1,4,0,0
2,443,314,3,0,0,0,0,0
2,444,350,3,1,1,4,0,0
2,445,314,3,0,0,0,0,0
2,446,351,3,1,1,3,0,0
2,447,344,8,3,3,6,0,0
2,448,357,7,1,1,3,0,0
2,449,320,8,3,4,10,0,0
2,450,253,5,2,2,6,0,0
2,451,265,2,0,0,0,0,0
2,452,303,2,1,1,2,0,0
2,453,356,9,3,3,9,0,0
2,454,263,6,3,3,9,0,0
2,455,283,9,3,3,7,0,0
2,456,330,8,3,3,7,0,0
2,457,335,8,3,3,7,0,0
2,458,243,5,2,2,2,0,0
2,459,259,8,4,4,12,0,0
2,460,280,6,3,3,8,0,0
2,461,334,5,2,2,7,0,0
2,462,289,8,2,2,7,0,0
2,463,328,6,0,0,0,0,0
2,464,328,6,0,0,0,0,0
2,465,328,6,0,0,0,0,0
2,466,244,5,3,3,6,0,0
2,467,356,9,3,3,9,0,0
2,468,356,9,3,3,9,0,0
2,469,356,9,3,3,9,0,0
2,470,356,9,3,3,9,0,0
2,471,242,10,3,3,9,0,0
2,472,267,8,3,3,7,0,0
2,473,295,10,3,3,9,0,0
2,474,304,7,3,3,9,0,0
2,475,324,4,1,1,4,0,0
2,476,352,2,1,1,4,0,0
2,477,356,9,3,3,9,0,0
2,478,358,2,1,1,2,0,0
2,479,242,10,3,3,9,0,0
2,480,263,6,4,4,12,0,0
2,481,295,10,3,3,9,0,0
2,482,304,7,3,3,9,0,0
2,483,356,9,3,3,9,0,0
2,484,298,4,2,2,5,0,0
2,485,298,4,2,2,5,0,0
2,486,267,8,3,3,7,0,0
2,487,352,2,1,1,4,0,0
2,488,358,2,1,1,2,0,0
2,489,352,2,1,1,4,0,0
2,490,358,2,1,1,2,0,0
2,491,260,9,4,4,11,0,0
2,492,272,10,3,3,9,0,0
2,493,280,6,3,3,8,0,0
2,494,243,6,3,3,3,0,0
2,495,272,10,3,3,9,0,0
2,496,243,6,3,3,3,0,0
2,497,318,5,0,0,0,0,0
2,498,334,6,3,3,11,0,0
2,499,262,1,0,0,0,0,0
2,500,313,9,2,2,4,0,0
2,501,338,2,1,1,2,0,0
2,502,352,2,1,1,4,0,0
2,503,359,1,1,1,1,0,0
2,504,262,1,0,0,0,0,0
2,505,311,5,1,1,4,0,0
2,506,269,8,4,4,9,0,0
2,507,289,9,3,3,11,0,0
2,508,296,10,3,3,11,0,0
2,509,304,8,3,3,9,0,0
2,510,289,9,3,3,11,0,0
2,511,334,6,3,3,11,0,0
2,512,334,6,3,3,11,0,0
2,513,310,4,1,1,2,0,0
2,514,289,9,4,4,15,0,0
2,515,300,5,0,0,0,0,0
2,516,310,4,1,1,2,0,0
2,517,318,5,1,1,4,0,0
2,518,331,10,4,5,12,0,0
2,519,300,5,0,0,0,0,0
2,520,300,5,0,0,0,0,0
2,521,289,10,4,4,15,0,0
2,522,289,10,4,4,15,0,0
2,523,241,10,3,3,5,0,0
2,524,289,10,4,4,15,0,0
2,525,331,11,4,5,12,0,0
2,526,241,10,3,3,5,0,0
2,527,253,6,2,2,6,0,0
2,528,331,11,4,5,12,0,0
2,529,322,8,3,3,7,0,0
2,530,266,11,5,5,12,0,0
2,531,322,8,3,3,7,0,0
2,532,330,9,3,3,7,0,0
2,533,266,11,5,5,12,0,0
2,534,322,8,3,3,7,0,0
2,535,330,9,3,3,7,0,0
2,536,322,8,3,3,7,0,0
2,537,273,5,0,0,0,0,0
2,538,273,5,0,0,0,0,0
2,539,276,10,6,6,14,0,0
2,540,311,6,2,2,8,0,0
2,541,288,3,1,1,2,0,0
2,542,342,1,0,0,0,0,0
2,543,344,9,4,4,10,0,0
2,544,356,10,4,4,11,0,0
2,545,342,1,0,0,0,0,0
2,546,344,9,4,4,10,0,0
2,547,346,2,1,1,3,0,0
2,548,356,10,4,4,11,0,0
2,549,248,1,0,0,0,0,0
2,550,344,9,4,4,10,0,0
2,551,248,1,0,0,0,0,0
2,552,344,9,4,4,10,0,0
2,553,248,1,0,0,0,0,0
2,554,265,3,1,1,3,0,0
2,555,286,7,3,3,8,0,0
2,556,290,9,4,6,18,0,0
2,557,352,2,2,2,7,0,0
2,558,248,1,0,0,0,0,0
2,559,280,7,4,4,11,0,0
2,560,248,1,0,0,0,0,0
2,561,290,9,4,6,18,0,0
2,562,293,5,3,3,10,0,0
2,563,312,3,2,2,6,0,0
2,564,288,4,2,2,6,0,0
2,565,249,3,0,0,0,0,0
2,566,258,6,2,2,4,0,0
2,567,289,11,5,5,18,0,0
2,568,295,11,4,4,12,0,0
2,569,296,10,3,3,11,0,0
2,570,304,8,4,4,11,0,0
2,571,309,3,0,0,0,0,0
2,572,326,12,3,4,7,0,0
2,573,343,2,0,0,0,0,0
2,574,309,3,0,0,0,0,0
2,575,343,2,0,0,0,0,0
2,576,289,11,5,5,18,0,0
2,577,295,11,4,4,12,0,0
2,578,296,10,3,3,11,0,0
2,579,326,12,3,4,7,0,0
2,580,262,2,1,1,3,0,0
2,581,289,11,5,5,18,0,0
2,582,304,10,4,4,11,0,0
2,583,326,12,3,4,7,0,0
2,584,334,7,3,3,11,0,0
2,585,305,5,1,1,2,0,0
2,586,288,5,3,3,9,0,0
2,587,316,3,2,2,3,0,0
2,588,316,3,2,2,3,0,0
2,589,316,3,2,2,3,0,0
2,590,265,3,2,2,6,0,0
2,591,286,7,4,4,9,0,0
2,592,293,5,3,3,10,0,0
2,593,316,3,2,2,3,0,0
2,594,352,3,2,2,7,0,0
2,595,316,3,2,2,3,0,0
2,596,265,3,2,3,9,0,0
2,597,293,5,3,3,10,0,0
2,598,243,7,4,4,4,0,0
2,599,286,8,4,4,9,0,0
2,600,289,11,5,5,18,0,0
2,601,293,5,3,3,10,0,0
2,602,332,4,1,1,1,0,0
2,603,334,7,3,3,11,0,0
2,604,270,3,1,1,1,0,0
2,605,346,3,2,2,7,0,0
2,606,346,3,2,2,7,0,0
2,607,266,12,5,5,12,0,0
2,608,248,2,1,1,1,0,0
2,609,253,7,3,3,9,0,0
2,610,273,6,1,1,4,0,0
2,611,323,2,1,1,4,0,0
2,612,331,13,5,6,16,0,0
2,613,331,13,5,6,16,0,0
2,614,265,3,2,4,11,0,0
2,615,356,12,5,5,13,0,0
2,616,358,2,2,2,3,0,0
2,617,342,2,1,1,2,0,0
2,618,265,4,2,4,11,0,0
2,619,298,5,3,3,8,0,0
2,620,358,3,2,2,3,0,0
2,621,298,5,3,3,8,0,0
2,622,320,10,4,5,14,0,0
2,623,263,7,4,5,13,0,0
2,624,283,10,4,4,9,0,0
2,625,289,11,6,6,21,0,0
2,626,334,7,4,4,15,0,0
2,627,335,9,4,4,10,0,0
2,628,265,4,3,5,13,0,0
2,629,358,3,2,2,3,0,0
2,630,334,7,4,5,17,0,0
2,631,289,12,6,6,21,0,0
2,632,330,10,4,4,11,0,0
2,633,300,5,1,1,2,0,0
2,634,334,8,4,5,17,0,0
2,635,300,6,1,1,2,0,0
2,636,357,8,2,2,4,0,0
2,637,300,6,1,1,2,0,0
2,638,357,8,2,2,4,0,0
2,639,357,8,2,2,4,0,0
2,640,316,4,3,3,7,0,0
2,641,336,3,1,1,3,0,0
2,642,359,2,1,2,4,0,0
2,643,262,3,2,2,5,0,0
2,644,325,3,2,2,5,0,0
2,645,336,3,1,1,3,0,0
2,646,359,2,1,2,4,0,0
2,647,325,3,2,2,5,0,0
2,648,359,2,1,2,4,0,0
2,649,297,7,4,4,6,0,0
2,650,325,3,2,2,5,0,0
2,651,359,2,1,2,4,0,0
2,652,297,7,4,4,6,0,0
2,653,359,2,1,2,4,0,0
2,654,297,7,4,4,6,0,0
2,655,359,2,1,2,4,0,0
2,656,283,10,4,4,9,0,0
2,657,359,2,1,2,4,0,0
2,658,325,3,3,3,7,0,0
2,659,359,2,1,2,4,0,0
2,660,359,2,1,2,4,0,0
2,661,356,12,6,6,14,0,0
2,662,266,14,6,6,16,0,0
2,663,283,11,5,5,13,0,0
2,664,335,10,4,4,10,0,0
2,665,353,5,3,3,7,0,0
2,666,311,7,3,3,9,0,0
2,667,292,4,1,1,3,0,0
2,668,347,3,1,1,1,0,0
2,669,338,3,2,2,5,0,0
2,670,347,3,1,1,1,0,0
2,671,262,3,2,2,5,0,0
2,672,262,3,2,2,5,0,0
2,673,262,3,2,2,5,0,0
2,674,262,3,2,2,5,0,0
2,675,263,8,5,6,16,0,0
2,676,283,11,5,5,13,0,0
2,677,246,3,1,1,1,0,0
2,678,251,5,2,3,10,0,0
2,679,312,4,3,3,8,0,0
2,680,266,15,7,7,17,0,0
2,681,283,13,5,5,13,0,0
2,682,251,5,3,4,14,0,0
2,683,283,13,5,5,13,0,0
2,684,251,6,3,4,14,0,0
2,685,251,6,3,4,14,0,0
2,686,276,12,7,7,16,0,0
2,687,303,4,2,2,6,0,0
2,688,353,5,4,4,10,0,0
2,689,251,6,3,4,14,0,0
2,690,312,5,4,4,10,0,0
2,691,312,5,4,4,10,0,0
2,692,353,6,4,4,10,0,0
2,693,327,5,1,1,4,0,0
2,694,327,5,1,1,4,0,0
2,695,282,8,3,3,5,0,0
2,696,298,6,4,4,12,0,0
2,697,353,6,5,5,13,0,0
2,698,335,12,5,5,11,0,0
2,699,335,12,5,5,11,0,0
2,700,262,4,3,3,9,0,0
2,701,262,4,3,3,9,0,0
2,702,331,14,6,7,18,0,0
2,703,251,7,4,5,16,0,0
2,704,262,4,3,3,9,0,0
2,705,331,14,6,7,18,0,0
2,706,262,4,3,3,9,0,0
2,707,331,14,6,7,18,0,0
2,708,246,5,2,2,3,0,0
2,709,246,5,2,2,3,0,0
2,710,298,7,5,5,16,0,0
2,711,298,7,5,5,16,0,0
2,712,282,10,4,4,8,0,0
2,713,287,4,1,1,4,0,0
2,714,298,7,5,5,16,0,0
2,715,282,10,4,4,8,0,0
2,716,287,4,1,1,4,0,0
2,717,298,7,5,5,16,0,0
2,718,282,10,4,4,8,0,0
2,719,298,7,5,5,16,0,0
2,720,269,9,5,5,11,0,0
2,721,284,5,2,2,5,0,0
2,722,304,11,5,5,13,0,0
2,723,305,5,2,2,4,0,0
2,724,299,6,3,3,10,0,0
2,725,299,6,3,3,10,0,0
2,726,308,2,0,0,0,0,0
2,727,357,9,3,3,8,0,0
2,728,357,9,3,3,8,0,0
2,729,252,4,0,0,0,0,0
2,730,263,10,6,7,20,0,0
2,731,249,4,1,1,3,0,0
2,732,318,6,1,2,6,0,0
2,733,341,5,1,1,4,0,0
2,734,325,4,3,4,8,0,0
2,735,278,7,3,3,9,0,0
2,736,289,13,7,7,24,0,0
2,737,304,11,5,5,13,0,0
2,738,334,9,5,6,18,0,0
2,739,269,10,6,6,15,0,0
2,740,269,10,6,6,15,0,0
2,741,269,10,6,6,15,0,0
2,742,253,8,4,4,12,0,0
2,743,289,13,7,7,24,0,0
2,744,304,11,5,5,13,0,0
2,745,334,9,6,7,19,0,0
2,746,253,8,4,4,12,0,0
2,747,319,3,0,0,0,0,0
2,748,289,13,8,8,27,0,0
2,749,319,3,0,0,0,0,0
2,750,334,10,6,7,19,0,0
2,751,289,14,8,8,27,0,0
2,752,304,12,6,6,17,0,0
2,753,269,11,7,7,18,0,0
2,754,289,14,8,8,27,0,0
2,755,289,14,8,8,27,0,0
2,756,264,7,1,2,4,0,0
2,757,264,7,1,2,4,0,0
2,758,264,7,1,2,4,0,0
2,759,294,4,1,1,2,0,0
2,760,326,13,4,5,10,0,0
2,761,261,3,1,1,4,0,0
2,762,271,4,1,1,3,0,0
2,763,317,4,0,0,0,0,0
2,764,244,6,4,4,7,0,0
2,765,242,12,4,4,11,0,0
2,766,259,10,5,5,16,0,0
2,767,277,2,1,1,3,0,0
2,768,296,12,4,4,12,0,0
2,769,292,5,2,2,7,0,0
2,770,359,3,2,3,8,0,0
2,771,242,12,4,4,11,0,0
