episode,step,id_sat,visilbiltys,connexions,completed,completed_reward,aquisition_loss,requests_loss
2,125,263,2,1,1,1,0,0
2,126,339,2,0,0,0,0,0
2,127,339,2,0,0,0,0,0
2,128,255,4,0,0,0,0,0
2,129,337,5,0,0,0,0,0
2,130,347,2,0,0,0,0,0
2,131,255,4,0,0,0,0,0
2,132,337,5,0,0,0,0,0
2,133,347,2,0,0,0,0,0
2,134,326,3,1,1,3,0,0
2,135,242,2,0,0,0,0,0
2,136,242,2,0,0,0,0,0
2,137,322,1,0,0,0,0,0
2,138,322,1,0,0,0,0,0
2,139,335,5,1,1,3,0,0
2,140,250,2,0,0,0,0,0
2,141,250,2,0,0,0,0,0
2,142,278,4,2,2,4,0,0
2,143,250,2,0,0,0,0,0
2,144,278,4,2,2,4,0,0
2,145,331,6,1,1,4,0,0
2,146,331,6,1,1,4,0,0
2,147,331,6,1,1,4,0,0
2,148,331,6,1,1,4,0,0
2,149,299,4,0,0,0,0,0
2,150,270,2,1,1,3,0,0
2,151,299,4,0,0,0,0,0
2,152,270,2,1,1,3,0,0
2,153,273,2,0,0,0,0,0
2,154,299,4,0,0,0,0,0
2,155,357,3,0,0,0,0,0
2,156,273,2,0,0,0,0,0
2,157,357,3,0,0,0,0,0
2,158,270,3,1,1,3,0,0
2,159,270,3,1,1,3,0,0
2,160,274,3,1,1,2,0,0
2,161,272,2,0,0,0,0,0
2,162,274,3,1,1,2,0,0
2,163,284,3,1,1,2,0,0
2,164,290,3,1,1,4,0,0
2,165,326,4,2,2,5,0,0
2,166,284,3,1,1,2,0,0
2,167,290,3,1,1,4,0,0
2,168,326,4,2,2,5,0,0
2,169,255,4,0,0,0,0,0
2,170,257,4,1,1,4,0,0
2,171,268,2,1,1,3,0,0
2,172,277,3,1,1,3,0,0
2,173,308,5,1,1,4,0,0
2,174,347,2,0,0,0,0,0
2,175,353,4,1,1,2,0,0
2,176,337,6,1,1,4,0,0
2,177,337,6,1,1,4,0,0
2,178,311,2,1,1,1,0,0
2,179,351,2,0,0,0,0,0
2,180,311,2,1,1,1,0,0
2,181,351,2,0,0,0,0,0
2,182,351,2,0,0,0,0,0
2,183,260,5,1,1,3,0,0
2,184,285,1,0,0,0,0,0
2,185,277,4,1,1,3,0,0
2,186,335,6,2,2,4,0,0
2,187,347,3,0,0,0,0,0
2,188,335,6,2,2,4,0,0
2,189,253,6,1,1,4,0,0
2,190,257,4,2,2,8,0,0
2,191,266,2,0,0,0,0,0
2,192,303,6,2,2,5,0,0
2,193,308,5,2,2,8,0,0
2,194,335,6,2,2,4,0,0
2,195,260,5,2,2,6,0,0
2,196,335,6,2,2,4,0,0
2,197,257,5,2,2,8,0,0
2,198,282,4,0,0,0,0,0
2,199,289,5,1,1,3,0,0
2,200,290,3,1,1,4,0,0
2,201,315,2,0,0,0,0,0
2,202,323,1,0,0,0,0,0
2,203,326,4,3,3,7,0,0
2,204,257,5,2,2,8,0,0
2,205,260,6,2,2,6,0,0
2,206,303,6,3,3,8,0,0
2,207,323,1,0,0,0,0,0
2,208,336,3,1,1,2,0,0
2,209,323,1,0,0,0,0,0
2,210,329,2,1,1,4,0,0
2,211,266,2,1,1,4,0,0
2,212,323,1,0,0,0,0,0
2,213,329,2,1,1,4,0,0
2,214,336,3,1,1,2,0,0
2,215,303,7,3,3,8,0,0
2,216,323,1,0,0,0,0,0
2,217,336,3,1,1,2,0,0
2,218,257,5,3,3,10,0,0
2,219,303,7,3,3,8,0,0
2,220,323,1,0,0,0,0,0
2,221,256,8,2,2,7,0,0
2,222,333,6,0,0,0,0,0
2,223,333,6,0,0,0,0,0
2,224,313,7,0,0,0,0,0
2,225,357,4,1,1,1,0,0
2,226,246,3,1,1,3,0,0
2,227,264,8,1,1,1,0,0
2,228,287,5,2,2,6,0,0
2,229,319,5,1,1,3,0,0
2,230,334,5,2,2,7,0,0
2,231,327,6,2,2,4,0,0
2,232,244,4,1,1,2,0,0
2,233,255,5,1,1,3,0,0
2,234,266,3,1,1,4,0,0
2,235,277,4,1,1,3,0,0
2,236,303,7,4,4,12,0,0
2,237,336,3,2,2,6,0,0
2,238,348,1,0,0,0,0,0
2,239,353,5,2,2,6,0,0
2,240,266,3,1,1,4,0,0
2,241,251,3,1,1,2,0,0
2,242,257,6,3,4,11,0,0
2,243,257,6,3,4,11,0,0
2,244,257,6,3,4,11,0,0
2,245,329,3,2,2,8,0,0
2,246,255,6,2,2,5,0,0
2,247,257,6,3,4,11,0,0
2,248,307,5,1,1,2,0,0
2,249,337,7,2,2,8,0,0
2,250,347,4,1,1,4,0,0
2,251,255,6,2,2,5,0,0
2,252,307,5,1,1,2,0,0
2,253,337,7,2,2,8,0,0
2,254,347,4,1,1,4,0,0
2,255,247,3,2,2,7,0,0
2,256,272,3,1,1,3,0,0
2,257,272,3,1,1,3,0,0
2,258,279,3,1,1,4,0,0
2,259,279,3,1,1,4,0,0
2,260,264,8,2,2,3,0,0
2,261,287,5,2,2,6,0,0
2,262,319,5,2,2,6,0,0
2,263,249,6,0,0,0,0,0
2,264,287,5,2,2,6,0,0
2,265,287,5,2,2,6,0,0
2,266,244,4,2,2,6,0,0
2,267,303,8,4,4,12,0,0
2,268,348,1,1,1,4,0,0
2,269,303,8,4,4,12,0,0
2,270,266,4,2,2,7,0,0
2,271,244,4,2,3,9,0,0
2,272,266,4,2,2,7,0,0
2,273,348,2,1,1,4,0,0
2,274,266,4,2,2,7,0,0
2,275,341,3,1,1,2,0,0
2,276,266,4,2,2,7,0,0
2,277,282,5,1,1,3,0,0
2,278,266,4,2,2,7,0,0
2,279,282,5,1,1,3,0,0
2,280,282,5,1,1,3,0,0
2,281,282,5,1,1,3,0,0
2,282,282,5,1,1,3,0,0
2,283,282,5,1,1,3,0,0
2,284,359,2,1,1,1,0,0
2,285,329,4,3,3,9,0,0
2,286,334,6,3,3,9,0,0
2,287,266,4,3,3,11,0,0
2,288,334,6,3,3,9,0,0
2,289,264,10,2,2,3,0,0
2,290,264,10,2,2,3,0,0
2,291,255,6,2,2,5,0,0
2,292,277,5,2,2,7,0,0
2,293,337,7,2,2,8,0,0
2,294,347,4,2,2,8,0,0
2,295,255,6,2,2,5,0,0
2,296,277,5,2,2,7,0,0
2,297,337,7,2,2,8,0,0
2,298,348,2,2,2,6,0,0
2,299,356,3,1,1,4,0,0
2,300,255,6,2,2,5,0,0
2,301,277,5,2,2,7,0,0
2,302,285,2,1,1,2,0,0
2,303,305,1,0,0,0,0,0
2,304,347,5,2,2,8,0,0
2,305,335,7,3,3,8,0,0
2,306,335,7,3,3,8,0,0
2,307,274,6,2,2,3,0,0
2,308,335,7,3,3,8,0,0
2,309,335,7,3,3,8,0,0
2,310,245,2,0,0,0,0,0
2,311,303,9,5,5,13,0,0
2,312,255,6,3,3,7,0,0
2,313,277,5,2,2,7,0,0
2,314,303,9,5,5,13,0,0
2,315,257,7,4,5,12,0,0
2,316,277,5,3,3,11,0,0
2,317,246,4,1,1,3,0,0
2,318,263,3,2,2,5,0,0
2,319,263,3,2,2,5,0,0
2,320,353,6,3,3,8,0,0
2,321,263,3,2,2,5,0,0
2,322,353,6,3,3,8,0,0
2,323,350,1,0,0,0,0,0
2,324,252,2,1,1,3,0,0
2,325,341,4,2,2,6,0,0
2,326,282,6,2,2,7,0,0
2,327,328,1,0,0,0,0,0
2,328,330,1,0,0,0,0,0
2,329,328,1,0,0,0,0,0
2,330,342,4,1,1,2,0,0
2,331,328,1,0,0,0,0,0
2,332,328,1,0,0,0,0,0
2,333,327,7,3,3,8,0,0
2,334,327,7,3,3,8,0,0
2,335,278,5,3,3,7,0,0
2,336,278,5,3,3,7,0,0
2,337,249,7,1,1,4,0,0
2,338,359,3,2,2,4,0,0
2,339,276,6,0,0,0,0,0
2,340,355,3,0,0,0,0,0
2,341,255,7,3,3,7,0,0
2,342,277,6,3,3,11,0,0
2,343,319,7,2,2,6,0,0
2,344,347,6,3,3,11,0,0
2,345,347,6,3,3,11,0,0
2,346,347,6,3,3,11,0,0
2,347,280,3,1,1,1,0,0
2,348,280,3,1,1,1,0,0
2,349,280,3,1,1,1,0,0
2,350,336,4,2,3,9,0,0
2,351,253,8,2,2,8,0,0
2,352,275,1,0,0,0,0,0
2,353,267,6,1,1,3,0,0
2,354,267,6,1,1,3,0,0
2,355,290,4,2,2,5,0,0
2,356,308,8,2,3,11,0,0
2,357,243,3,0,0,0,0,0
2,358,290,4,2,2,5,0,0
2,359,308,8,2,3,11,0,0
2,360,351,4,1,1,3,0,0
2,361,277,7,4,4,13,0,0
2,362,277,7,4,4,13,0,0
2,363,347,7,4,4,15,0,0
2,364,343,2,0,0,0,0,0
2,365,269,7,1,1,2,0,0
2,366,343,2,0,0,0,0,0
2,367,240,4,1,1,4,0,0
2,368,244,6,2,4,10,0,0
2,369,269,7,1,1,2,0,0
2,370,275,1,1,1,4,0,0
2,371,303,10,6,6,14,0,0
2,372,329,6,4,4,10,0,0
2,373,348,4,2,3,7,0,0
2,374,352,3,1,1,1,0,0
2,375,244,6,2,4,10,0,0
2,376,303,10,6,6,14,0,0
2,377,244,6,2,4,10,0,0
2,378,257,8,5,6,13,0,0
2,379,275,2,1,1,4,0,0
2,380,303,10,6,6,14,0,0
2,381,260,8,3,3,10,0,0
2,382,309,6,1,1,1,0,0
2,383,334,7,4,4,10,0,0
2,384,339,4,1,1,3,0,0
2,385,260,8,3,3,10,0,0
2,386,309,6,1,1,1,0,0
2,387,334,7,4,4,10,0,0
2,388,339,4,1,1,3,0,0
2,389,295,2,1,1,1,0,0
2,390,295,2,1,1,1,0,0
2,391,353,8,4,4,9,0,0
2,392,353,8,4,4,9,0,0
2,393,246,5,2,2,6,0,0
2,394,246,5,2,2,6,0,0
2,395,246,5,2,2,6,0,0
2,396,256,9,3,3,10,0,0
2,397,339,4,1,1,3,0,0
2,398,339,4,1,1,3,0,0
2,399,245,4,1,1,3,0,0
2,400,294,4,0,0,0,0,0
2,401,299,5,1,1,3,0,0
2,402,358,4,1,1,4,0,0
2,403,266,6,3,4,12,0,0
2,404,266,6,3,4,12,0,0
2,405,266,6,3,4,12,0,0
2,406,248,1,0,0,0,0,0
2,407,266,6,3,4,12,0,0
2,408,300,1,0,0,0,0,0
2,409,266,6,3,4,12,0,0
2,410,266,6,3,4,12,0,0
2,411,266,6,3,4,12,0,0
2,412,287,6,3,3,10,0,0
2,413,287,6,3,3,10,0,0
2,414,264,11,3,3,4,0,0
2,415,276,7,1,1,4,0,0
2,416,264,11,3,3,4,0,0
2,417,276,7,1,1,4,0,0
2,418,280,4,2,2,4,0,0
2,419,264,11,3,3,4,0,0
2,420,274,8,3,3,7,0,0
2,421,246,5,3,3,9,0,0
2,422,247,4,3,3,10,0,0
2,423,274,8,3,3,7,0,0
2,424,319,8,3,3,10,0,0
2,425,331,8,2,2,5,0,0
2,426,274,8,3,3,7,0,0
2,427,247,4,3,3,10,0,0
2,428,309,6,1,1,1,0,0
2,429,309,6,1,1,1,0,0
2,430,334,8,5,5,12,0,0
2,431,309,6,1,1,1,0,0
2,432,312,5,1,1,4,0,0
2,433,312,5,1,1,4,0,0
2,434,312,5,1,1,4,0,0
2,435,295,3,2,2,4,0,0
2,436,308,9,3,4,15,0,0
2,437,312,5,1,1,4,0,0
2,438,308,9,3,4,15,0,0
2,439,244,6,3,5,13,0,0
2,440,335,10,4,4,10,0,0
2,441,346,2,1,1,1,0,0
2,442,303,11,7,7,17,0,0
2,443,335,10,4,4,10,0,0
2,444,346,2,1,1,1,0,0
2,445,285,3,1,1,2,0,0
2,446,305,2,1,1,4,0,0
2,447,346,2,1,1,1,0,0
2,448,246,6,3,3,9,0,0
2,449,332,5,1,1,3,0,0
2,450,332,5,1,1,3,0,0
2,451,332,5,1,1,3,0,0
2,452,246,7,4,4,12,0,0
2,453,246,7,4,4,12,0,0
2,454,327,9,4,4,9,0,0
2,455,352,3,1,1,1,0,0
2,456,297,1,0,0,0,0,0
2,457,297,1,0,0,0,0,0
2,458,343,3,1,1,4,0,0
2,459,297,1,0,0,0,0,0
2,460,343,3,1,1,4,0,0
2,461,297,1,0,0,0,0,0
2,462,352,3,1,1,1,0,0
2,463,358,4,2,2,6,0,0
2,464,246,8,5,5,15,0,0
2,465,285,4,1,1,2,0,0
2,466,336,6,3,4,13,0,0
2,467,352,3,1,1,1,0,0
2,468,359,5,3,3,6,0,0
2,469,246,8,5,5,15,0,0
2,470,285,4,1,1,2,0,0
2,471,309,7,2,2,5,0,0
2,472,352,3,1,1,1,0,0
2,473,309,7,2,2,5,0,0
2,474,332,6,2,2,7,0,0
2,475,295,4,3,3,7,0,0
2,476,309,7,2,2,5,0,0
2,477,295,4,3,3,7,0,0
2,478,309,7,2,2,5,0,0
2,479,309,7,2,2,5,0,0
2,480,309,7,2,2,5,0,0
2,481,241,11,1,1,3,0,0
2,482,241,11,1,1,3,0,0
2,483,287,7,4,4,14,0,0
2,484,287,7,4,4,14,0,0
2,485,287,7,4,4,14,0,0
2,486,287,7,4,4,14,0,0
2,487,287,7,4,4,14,0,0
2,488,338,5,2,2,5,0,0
2,489,245,6,1,1,3,0,0
2,490,245,6,1,1,3,0,0
2,491,245,6,1,1,3,0,0
2,492,319,9,4,4,12,0,0
2,493,245,6,1,1,3,0,0
2,494,270,6,2,2,7,0,0
2,495,311,3,2,2,5,0,0
2,496,319,9,4,4,12,0,0
2,497,245,6,1,1,3,0,0
2,498,270,6,2,2,7,0,0
2,499,278,6,4,4,10,0,0
2,500,278,6,4,4,10,0,0
2,501,264,13,4,4,7,0,0
2,502,319,10,4,4,12,0,0
2,503,331,9,3,3,6,0,0
2,504,264,13,4,4,7,0,0
2,505,355,4,1,1,4,0,0
2,506,250,3,0,0,0,0,0
2,507,256,11,4,4,14,0,0
2,508,333,11,1,1,1,0,0
2,509,287,8,5,5,18,0,0
2,510,309,8,3,3,9,0,0
2,511,287,8,5,5,18,0,0
2,512,309,8,3,3,9,0,0
2,513,287,8,5,5,18,0,0
2,514,309,8,3,3,9,0,0
2,515,291,7,1,1,2,0,0
2,516,291,7,1,1,2,0,0
2,517,269,8,2,2,5,0,0
2,518,281,2,1,1,3,0,0
2,519,291,7,1,1,2,0,0
2,520,269,8,2,2,5,0,0
2,521,281,2,1,1,3,0,0
2,522,291,7,1,1,2,0,0
2,523,281,2,1,1,3,0,0
2,524,291,7,1,1,2,0,0
2,525,281,2,1,1,3,0,0
2,526,281,2,1,1,3,0,0
2,527,281,2,1,1,3,0,0
2,528,339,5,2,2,5,0,0
2,529,339,5,2,2,5,0,0
2,530,332,7,3,3,10,0,0
2,531,352,4,2,2,2,0,0
2,532,247,6,4,4,14,0,0
2,533,290,6,3,3,9,0,0
2,534,247,6,4,4,14,0,0
2,535,350,2,1,1,3,0,0
2,536,252,3,2,2,6,0,0
2,537,305,3,2,2,8,0,0
2,538,343,4,2,2,7,0,0
2,539,313,9,1,1,3,0,0
2,540,271,1,0,0,0,0,0
2,541,283,4,0,0,0,0,0
2,542,293,1,0,0,0,0,0
2,543,294,5,1,1,1,0,0
2,544,298,1,0,0,0,0,0
2,545,314,1,0,0,0,0,0
2,546,328,2,1,1,4,0,0
2,547,278,7,5,5,13,0,0
2,548,278,7,5,5,13,0,0
2,549,252,3,3,3,10,0,0
2,550,271,1,1,1,4,0,0
2,551,283,4,1,1,4,0,0
2,552,293,1,1,1,4,0,0
2,553,294,5,1,1,1,0,0
2,554,314,1,1,1,4,0,0
2,555,294,5,1,1,1,0,0
2,556,252,4,3,3,10,0,0
2,557,283,5,1,1,4,0,0
2,558,328,2,2,2,7,0,0
2,559,292,2,0,0,0,0,0
2,560,289,6,2,2,5,0,0
2,561,309,8,3,3,9,0,0
2,562,309,8,3,3,9,0,0
2,563,321,2,0,0,0,0,0
2,564,274,9,3,3,7,0,0
2,565,270,7,3,3,11,0,0
2,566,270,7,3,3,11,0,0
2,567,327,11,5,5,12,0,0
2,568,270,7,3,3,11,0,0
2,569,327,11,5,5,12,0,0
2,570,324,4,0,0,0,0,0
2,571,271,2,1,2,8,0,0
2,572,271,2,1,2,8,0,0
2,573,271,2,1,2,8,0,0
2,574,271,2,1,2,8,0,0
2,575,278,8,6,6,14,0,0
2,576,297,2,1,1,2,0,0
2,577,329,7,5,5,11,0,0
2,578,346,3,2,2,4,0,0
2,579,326,8,3,4,8,0,0
2,580,346,3,2,2,4,0,0
2,581,326,8,3,4,8,0,0
2,582,355,5,2,2,7,0,0
2,583,355,5,2,2,7,0,0
2,584,355,5,2,2,7,0,0
2,585,292,2,1,1,4,0,0
2,586,306,1,0,0,0,0,0
2,587,306,1,0,0,0,0,0
2,588,268,3,2,2,6,0,0
2,589,268,3,2,2,6,0,0
2,590,292,3,1,1,4,0,0
2,591,349,3,0,0,0,0,0
2,592,268,3,2,2,6,0,0
2,593,349,3,0,0,0,0,0
2,594,349,3,0,0,0,0,0
2,595,349,3,0,0,0,0,0
2,596,256,13,5,5,18,0,0
2,597,296,3,0,0,0,0,0
2,598,349,3,0,0,0,0,0
2,599,296,3,0,0,0,0,0
2,600,270,8,4,4,13,0,0
2,601,260,13,4,4,13,0,0
2,602,279,4,2,2,6,0,0
2,603,285,5,2,2,5,0,0
2,604,335,12,5,5,13,0,0
2,605,260,13,4,4,13,0,0
2,606,279,4,2,2,6,0,0
2,607,285,5,2,2,5,0,0
2,608,335,12,5,5,13,0,0
2,609,347,9,5,5,18,0,0
2,610,347,9,5,5,18,0,0
2,611,272,4,2,2,4,0,0
2,612,347,9,5,5,18,0,0
2,613,272,4,2,2,4,0,0
2,614,304,3,1,1,1,0,0
2,615,327,12,6,6,15,0,0
2,616,294,5,2,2,2,0,0
2,617,298,1,1,1,4,0,0
2,618,306,1,1,1,4,0,0
2,619,358,5,2,3,7,0,0
2,620,298,2,1,1,4,0,0
2,621,306,1,1,2,8,0,0
2,622,298,2,1,1,4,0,0
2,623,298,2,1,1,4,0,0
2,624,306,2,1,2,8,0,0
2,625,306,2,1,2,8,0,0
2,626,306,2,1,2,8,0,0
2,627,306,2,1,2,8,0,0
2,628,249,11,2,2,8,0,0
2,629,313,11,2,2,6,0,0
2,630,274,11,4,4,9,0,0
2,631,313,11,2,2,6,0,0
2,632,274,11,4,4,9,0,0
2,633,313,11,2,2,6,0,0
2,634,259,1,0,0,0,0,0
2,635,246,9,6,6,17,0,0
2,636,300,2,1,1,1,0,0
2,637,308,10,4,5,16,0,0
2,638,319,11,5,5,15,0,0
2,639,271,3,2,3,12,0,0
2,640,300,2,1,1,1,0,0
2,641,248,2,1,1,3,0,0
2,642,292,5,2,2,7,0,0
2,643,300,2,1,1,1,0,0
2,644,311,4,3,3,7,0,0
2,645,260,13,4,4,13,0,0
2,646,285,5,2,2,5,0,0
2,647,305,4,3,3,11,0,0
2,648,357,5,2,2,4,0,0
2,649,329,8,6,6,15,0,0
2,650,277,10,5,5,14,0,0
2,651,329,8,6,6,15,0,0
2,652,277,10,5,5,14,0,0
2,653,285,5,2,2,5,0,0
2,654,277,10,5,5,14,0,0
2,655,244,10,3,6,15,0,0
2,656,257,11,6,7,14,0,0
2,657,266,9,4,5,14,0,0
2,658,275,3,2,2,7,0,0
2,659,303,12,8,8,18,0,0
2,660,331,10,3,3,6,0,0
2,661,353,10,5,5,11,0,0
2,662,316,5,2,2,8,0,0
2,663,316,5,2,2,8,0,0
2,664,316,5,2,2,8,0,0
2,665,285,5,3,3,8,0,0
2,666,305,4,4,4,13,0,0
2,667,285,5,3,4,11,0,0
2,668,316,5,3,3,11,0,0
2,669,305,5,4,4,13,0,0
2,670,285,6,3,4,11,0,0
2,671,316,5,3,4,13,0,0
2,672,250,4,1,1,3,0,0
2,673,272,5,3,3,7,0,0
2,674,272,5,3,3,7,0,0
2,675,321,3,1,1,3,0,0
2,676,264,15,5,5,9,0,0
2,677,307,6,2,2,5,0,0
2,678,309,9,3,3,9,0,0
2,679,321,3,1,1,3,0,0
2,680,336,9,4,5,17,0,0
2,681,310,2,0,0,0,0,0
2,682,349,4,1,1,4,0,0
2,683,307,6,2,2,5,0,0
2,684,309,9,4,4,13,0,0
2,685,336,9,4,5,17,0,0
2,686,334,9,6,6,16,0,0
2,687,329,9,7,7,18,0,0
2,688,244,10,3,6,15,0,0
2,689,274,12,5,5,11,0,0
2,690,275,3,3,3,11,0,0
2,691,302,4,1,1,4,0,0
2,692,331,10,3,3,6,0,0
2,693,348,7,3,4,10,0,0
2,694,331,10,3,3,6,0,0
2,695,348,7,3,4,10,0,0
2,696,359,7,4,4,8,0,0
2,697,275,4,3,3,11,0,0
2,698,331,10,3,3,6,0,0
2,699,348,7,3,4,10,0,0
2,700,359,7,4,4,8,0,0
2,701,245,7,2,2,5,0,0
2,702,299,7,2,2,7,0,0
2,703,347,10,6,6,22,0,0
2,704,359,7,4,4,8,0,0
2,705,327,13,7,7,18,0,0
2,706,327,13,7,7,18,0,0
2,707,312,6,2,2,8,0,0
2,708,287,9,6,6,22,0,0
2,709,309,9,4,5,16,0,0
2,710,309,10,4,5,16,0,0
2,711,309,10,5,6,18,0,0
2,712,277,11,6,6,18,0,0
2,713,345,4,1,1,1,0,0
2,714,353,12,5,5,11,0,0
2,715,355,6,3,3,11,0,0
2,716,355,6,3,3,11,0,0
2,717,266,10,4,5,14,0,0
2,718,275,5,3,3,11,0,0
2,719,331,11,3,3,6,0,0
2,720,297,3,2,2,4,0,0
2,721,297,3,2,2,4,0,0
2,722,316,7,3,4,13,0,0
2,723,297,3,2,2,4,0,0
2,724,316,7,3,4,13,0,0
2,725,297,3,2,2,4,0,0
2,726,285,8,4,5,12,0,0
2,727,268,4,3,3,9,0,0
2,728,293,2,1,2,5,0,0
2,729,298,3,1,1,4,0,0
2,730,300,2,1,1,1,0,0
2,731,314,2,1,2,8,0,0
2,732,328,3,2,3,11,0,0
2,733,292,6,3,3,9,0,0
2,734,270,10,5,5,16,0,0
2,735,284,7,2,2,6,0,0
2,736,302,4,2,2,8,0,0
2,737,348,7,4,5,14,0,0
2,738,242,3,1,1,4,0,0
2,739,265,4,0,0,0,0,0
2,740,317,2,0,0,0,0,0
2,741,302,4,2,3,10,0,0
2,742,304,4,2,2,3,0,0
2,743,284,7,3,3,10,0,0
2,744,244,11,4,7,19,0,0
2,745,319,13,6,6,18,0,0
2,746,336,10,5,6,21,0,0
2,747,244,11,4,7,19,0,0
2,748,284,8,3,3,10,0,0
2,749,300,2,1,1,1,0,0
2,750,319,13,6,6,18,0,0
2,751,328,3,2,3,11,0,0
2,752,348,9,4,5,14,0,0
2,753,284,8,3,3,10,0,0
2,754,279,5,3,3,10,0,0
2,755,241,14,2,2,6,0,0
2,756,279,5,3,3,10,0,0
2,757,241,14,2,2,6,0,0
2,758,280,7,3,3,7,0,0
2,759,357,6,3,3,8,0,0
2,760,280,7,3,3,7,0,0
2,761,329,10,8,8,22,0,0
2,762,357,6,3,3,8,0,0
2,763,285,9,5,6,15,0,0
2,764,295,5,4,4,9,0,0
2,765,328,3,2,3,11,0,0
2,766,329,10,8,8,22,0,0
2,767,328,3,2,3,11,0,0
2,768,328,3,2,3,11,0,0
2,769,343,5,3,3,10,0,0
2,770,277,12,6,6,18,0,0
2,771,272,6,4,4,10,0,0
