episode,step,id_sat,visilbiltys,connexions,completed,completed_reward,aquisition_loss,requests_loss1,0,2,1,0,0,0,0,0
1,1,2,2,1,1,1,0,0
1,2,3,1,0,0,0,0,0
1,3,3,2,1,1,4,0,0
